"165","0x59708733fbbf64378d9293ec56b977c011a08fd2","","21,767,911.515262","0.0287%","$21,761,577.05"
"166","0x162661413af25234373e9f3c7e978d07890b0a6d","","21,715,927.447061","0.0286%","$21,709,608.11"
"167","0xfecc47ab11a44c09d9cc7289eeb3b9a8abb9ca16","","21,692,098.05","0.0286%","$21,685,785.65"
"168","0xf955c57f9ea9dc8781965feae0b6a2ace2bad6f3","Injective: Peggy Bridge Proxy","21,433,569.812656","0.0282%","$21,427,332.64"
"169","0x98adef6f2ac8572ec48965509d69a8dd5e8bba9d","","21,379,020.32938","0.0282%","$21,372,799.03"
"170","0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43","Coinbase 10","21,254,872.219977","0.0280%","$21,248,687.05"
"171","0x0323718324218dcbff7c9f89ba5a5954f61a6c74","","21,252,589.053626","0.0280%","$21,246,404.55"
"172","0x2e25c6d438f03844c631772ca1330fe5d0a06232","","21,186,753.3","0.0279%","$21,180,587.95"
"173","0x886b5f10a14e7b3e0a7bae7cf2a12b7c1163d378","","21,183,675","0.0279%","$21,177,510.55"
"174","0xf02e86d9e0efd57ad034faf52201b79917fe0713","","21,162,191.2765","0.0279%","$21,156,033.08"
"175","0x3d1b0c5d39adb2d52ab73fcf9a3e4565b84229b9","","21,001,000","0.0277%","$20,994,888.71"
"176","0x867742a670437551d47d090bac43e16af12db35d","","21,000,000","0.0277%","$20,993,889.00"
"177","0xf78be1e39a9d223740e0b252ed6bdd490cd03cab","","20,985,997.5","0.0277%","$20,979,890.57"
"178","0x3e1b373f18110bd7986b5cb6826300f5f3fd87b0","","20,935,010","0.0276%","$20,928,917.91"
"179","0x0f896345b538ac140ac84f3367a65a34efd8fcbf","","20,932,512.833535","0.0276%","$20,926,421.47"
"180","0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1","","20,864,080.066061","0.0275%","$20,858,008.62"
"181","0x08dfe46056021941599f7fc4f6650c008cd1cab2","","20,753,803.88","0.0273%","$20,747,764.52"
"182","0xce2b47d7b7163ecb732494265935bce39e82e9c4","","20,735,394.617411","0.0273%","$20,729,360.62"
"183","0x09bb42c95f8f3fb41f47a99487bea93beb4211fe","","20,725,017.391558","0.0273%","$20,718,986.41"
